Temperature(°C),Humidity(%),Wind speed (m/s),Solar Radiation (MJ/m2),Visibility (10m),Month,Weekday,Hour,Holiday,Seasons,Rented Bike Count
14.1,62,1.6,1.08,2000,April,Tuesday,8 AM - 12 PM,No,Spring,710
15.2,57,1.9,1.33,2000,April,Tuesday,12 PM - 4 PM,No,Spring,925
15.9,53,2.1,1.54,2000,April,Tuesday,12 PM - 4 PM,No,Spring,923
16.0,52,1.7,1.22,2000,April,Tuesday,12 PM - 4 PM,No,Spring,942
16.1,52,1.5,0.93,2000,April,Tuesday,12 PM - 4 PM,No,Spring,971
15.5,52,1.7,0.7,2000,April,Tuesday,4 PM - 8 PM,No,Spring,1118
15.1,52,1.9,0.64,2000,April,Tuesday,4 PM - 8 PM,No,Spring,1462
14.1,43,1.6,0.36,2000,April,Tuesday,4 PM - 8 PM,No,Spring,2318
13.3,37,1.2,0.12,2000,April,Tuesday,4 PM - 8 PM,No,Spring,1580
12.6,49,0.8,0.0,2000,April,Tuesday,8 PM - 12 AM,No,Spring,1332
11.5,47,1.1,0.0,2000,April,Tuesday,8 PM - 12 AM,No,Spring,1372
10.4,43,0.7,0.0,2000,April,Tuesday,8 PM - 12 AM,No,Spring,1215
9.6,44,0.7,0.0,2000,April,Tuesday,8 PM - 12 AM,No,Spring,725
8.9,55,0.7,0.0,2000,April,Wednesday,12 AM - 4 AM,No,Spring,536
8.4,58,1.1,0.0,2000,April,Wednesday,12 AM - 4 AM,No,Spring,444
7.7,60,0.3,0.0,1993,April,Wednesday,12 AM - 4 AM,No,Spring,306
7.1,60,0.3,0.0,2000,April,Wednesday,12 AM - 4 AM,No,Spring,206
6.4,66,0.5,0.0,2000,April,Wednesday,4 AM - 8 AM,No,Spring,117
6.0,63,0.5,0.0,1984,April,Wednesday,4 AM - 8 AM,No,Spring,148
5.8,55,0.3,0.0,2000,April,Wednesday,4 AM - 8 AM,No,Spring,449
6.4,51,0.3,0.27,1963,April,Wednesday,4 AM - 8 AM,No,Spring,1123
8.8,37,0.9,0.89,1939,April,Wednesday,8 AM - 12 PM,No,Spring,1900
11.7,32,0.8,1.6,1862,April,Wednesday,8 AM - 12 PM,No,Spring,1066
14.8,29,0.6,2.2,1749,April,Wednesday,8 AM - 12 PM,No,Spring,756
17.5,25,1.3,2.74,1843,April,Wednesday,8 AM - 12 PM,No,Spring,938
19.4,20,1.1,3.08,1663,April,Wednesday,12 PM - 4 PM,No,Spring,1192
20.8,23,1.7,3.18,1467,April,Wednesday,12 PM - 4 PM,No,Spring,1141
22.1,22,2.1,3.12,1470,April,Wednesday,12 PM - 4 PM,No,Spring,1161
22.8,21,2.1,2.75,1542,April,Wednesday,12 PM - 4 PM,No,Spring,1180
23.1,19,3.1,2.26,1871,April,Wednesday,4 PM - 8 PM,No,Spring,1447
22.9,23,2.8,1.64,1985,April,Wednesday,4 PM - 8 PM,No,Spring,1878
21.2,32,3.8,0.94,1927,April,Wednesday,4 PM - 8 PM,No,Spring,2807
18.2,36,3.5,0.29,2000,April,Wednesday,4 PM - 8 PM,No,Spring,1958
16.8,29,4.3,0.01,1971,April,Wednesday,8 PM - 12 AM,No,Spring,1651
15.9,35,1.4,0.0,1999,April,Wednesday,8 PM - 12 AM,No,Spring,1593
15.2,35,1.2,0.0,1999,April,Wednesday,8 PM - 12 AM,No,Spring,1382
14.0,45,0.6,0.0,1901,April,Wednesday,8 PM - 12 AM,No,Spring,906
13.1,47,0.3,0.0,1877,April,Thursday,12 AM - 4 AM,No,Spring,692
12.4,55,1.0,0.0,1836,April,Thursday,12 AM - 4 AM,No,Spring,546
11.9,57,1.0,0.0,1793,April,Thursday,12 AM - 4 AM,No,Spring,409
11.3,66,1.0,0.0,1506,April,Thursday,12 AM - 4 AM,No,Spring,239
10.7,70,0.7,0.0,1404,April,Thursday,4 AM - 8 AM,No,Spring,140
10.2,73,0.8,0.0,1137,April,Thursday,4 AM - 8 AM,No,Spring,180
10.0,72,0.8,0.01,1217,April,Thursday,4 AM - 8 AM,No,Spring,452
10.7,68,0.8,0.27,1093,April,Thursday,4 AM - 8 AM,No,Spring,1124
11.7,62,0.6,0.62,956,April,Thursday,8 AM - 12 PM,No,Spring,1933
14.0,54,1.5,1.37,1054,April,Thursday,8 AM - 12 PM,No,Spring,1027
16.7,47,2.2,2.26,1147,April,Thursday,8 AM - 12 PM,No,Spring,745
18.1,42,2.7,2.17,1112,April,Thursday,8 AM - 12 PM,No,Spring,930
19.6,36,2.2,2.55,962,April,Thursday,12 PM - 4 PM,No,Spring,1197
20.6,30,2.4,2.67,1048,April,Thursday,12 PM - 4 PM,No,Spring,1084
21.6,28,3.1,2.84,1414,April,Thursday,12 PM - 4 PM,No,Spring,1123
21.9,23,2.6,2.66,1463,April,Thursday,12 PM - 4 PM,No,Spring,1227
21.7,23,2.5,1.97,1404,April,Thursday,4 PM - 8 PM,No,Spring,1386
20.7,30,3.3,1.48,1482,April,Thursday,4 PM - 8 PM,No,Spring,1796
17.4,45,3.1,0.75,1092,April,Thursday,4 PM - 8 PM,No,Spring,2574
15.2,45,3.3,0.24,1138,April,Thursday,4 PM - 8 PM,No,Spring,1891
14.4,50,2.7,0.01,1216,April,Thursday,8 PM - 12 AM,No,Spring,1531
13.4,60,2.2,0.0,1517,April,Thursday,8 PM - 12 AM,No,Spring,1447
12.7,61,2.2,0.0,1949,April,Thursday,8 PM - 12 AM,No,Spring,1146
12.1,58,1.9,0.0,1719,April,Thursday,8 PM - 12 AM,No,Spring,851
11.8,59,2.4,0.0,1535,April,Friday,12 AM - 4 AM,No,Spring,663
11.5,57,1.8,0.0,1471,April,Friday,12 AM - 4 AM,No,Spring,562
11.2,58,1.4,0.0,1255,April,Friday,12 AM - 4 AM,No,Spring,361
10.7,63,1.1,0.0,989,April,Friday,12 AM - 4 AM,No,Spring,258
10.2,65,1.5,0.0,970,April,Friday,4 AM - 8 AM,No,Spring,140
9.9,69,1.1,0.0,808,April,Friday,4 AM - 8 AM,No,Spring,170
9.9,66,1.5,0.0,931,April,Friday,4 AM - 8 AM,No,Spring,427
10.1,63,0.7,0.22,1163,April,Friday,4 AM - 8 AM,No,Spring,1129
11.6,58,1.4,0.79,1150,April,Friday,8 AM - 12 PM,No,Spring,1922
13.2,57,0.8,1.39,1003,April,Friday,8 AM - 12 PM,No,Spring,985
15.3,50,1.0,1.97,944,April,Friday,8 AM - 12 PM,No,Spring,789
17.7,44,1.5,2.51,945,April,Friday,8 AM - 12 PM,No,Spring,986
19.5,40,1.1,2.89,1055,April,Friday,12 PM - 4 PM,No,Spring,1142
21.0,36,1.0,2.99,1164,April,Friday,12 PM - 4 PM,No,Spring,1133
22.2,32,2.8,2.91,1124,April,Friday,12 PM - 4 PM,No,Spring,1115
22.7,29,1.6,2.66,1223,April,Friday,12 PM - 4 PM,No,Spring,1253
23.2,33,2.4,2.12,869,April,Friday,4 PM - 8 PM,No,Spring,1446
21.8,41,3.0,1.44,662,April,Friday,4 PM - 8 PM,No,Spring,1877
20.3,47,2.5,0.77,705,April,Friday,4 PM - 8 PM,No,Spring,2577
18.7,53,2.7,0.24,753,April,Friday,4 PM - 8 PM,No,Spring,1812
16.9,41,3.1,0.0,1060,April,Friday,8 PM - 12 AM,No,Spring,1499
15.7,51,1.9,0.0,806,April,Friday,8 PM - 12 AM,No,Spring,1362
14.7,63,1.4,0.0,554,April,Friday,8 PM - 12 AM,No,Spring,1278
14.0,66,1.2,0.0,519,April,Friday,8 PM - 12 AM,No,Spring,975
13.3,70,1.6,0.0,473,April,Saturday,12 AM - 4 AM,No,Spring,777
12.7,74,1.8,0.0,392,April,Saturday,12 AM - 4 AM,No,Spring,672
12.0,76,1.0,0.0,363,April,Saturday,12 AM - 4 AM,No,Spring,522
11.6,76,1.0,0.0,364,April,Saturday,12 AM - 4 AM,No,Spring,325
11.4,78,1.8,0.0,362,April,Saturday,4 AM - 8 AM,No,Spring,166
10.9,81,1.7,0.0,348,April,Saturday,4 AM - 8 AM,No,Spring,152
10.6,84,1.1,0.0,284,April,Saturday,4 AM - 8 AM,No,Spring,230
10.8,78,0.5,0.26,335,April,Saturday,4 AM - 8 AM,No,Spring,376
12.7,67,0.6,0.86,378,April,Saturday,8 AM - 12 PM,No,Spring,647
15.1,56,1.7,1.57,493,April,Saturday,8 AM - 12 PM,No,Spring,795
17.4,46,1.8,2.27,734,April,Saturday,8 AM - 12 PM,No,Spring,808
19.0,30,3.0,2.84,1719,April,Saturday,8 AM - 12 PM,No,Spring,1000
20.5,31,2.5,3.18,1485,April,Saturday,12 PM - 4 PM,No,Spring,1278
21.2,31,2.8,3.25,1295,April,Saturday,12 PM - 4 PM,No,Spring,1404
21.3,25,3.8,3.22,1884,April,Saturday,12 PM - 4 PM,No,Spring,1597
21.1,25,4.1,2.96,1885,April,Saturday,12 PM - 4 PM,No,Spring,1875
20.4,25,4.7,2.45,1990,April,Saturday,4 PM - 8 PM,No,Spring,1945
20.1,29,3.3,1.78,1840,April,Saturday,4 PM - 8 PM,No,Spring,2043
18.9,30,2.6,1.05,1995,April,Saturday,4 PM - 8 PM,No,Spring,1882
16.9,33,1.3,0.34,1965,April,Saturday,4 PM - 8 PM,No,Spring,1590
15.1,34,2.2,0.01,1981,April,Saturday,8 PM - 12 AM,No,Spring,1435
13.9,37,1.1,0.0,1751,April,Saturday,8 PM - 12 AM,No,Spring,1351
13.0,45,1.6,0.0,1713,April,Saturday,8 PM - 12 AM,No,Spring,1165
12.3,51,1.0,0.0,1648,April,Saturday,8 PM - 12 AM,No,Spring,905
11.7,53,1.4,0.0,1620,April,Sunday,12 AM - 4 AM,No,Spring,790
11.2,57,1.6,0.0,1533,April,Sunday,12 AM - 4 AM,No,Spring,554
10.9,56,1.2,0.0,1460,April,Sunday,12 AM - 4 AM,No,Spring,425
10.6,60,1.0,0.0,1163,April,Sunday,12 AM - 4 AM,No,Spring,263
10.3,63,0.7,0.0,1277,April,Sunday,4 AM - 8 AM,No,Spring,183
9.7,63,1.1,0.0,1304,April,Sunday,4 AM - 8 AM,No,Spring,138
9.5,65,1.0,0.01,1325,April,Sunday,4 AM - 8 AM,No,Spring,183
9.9,59,0.7,0.25,1707,April,Sunday,4 AM - 8 AM,No,Spring,307
12.2,50,0.8,0.84,1412,April,Sunday,8 AM - 12 PM,No,Spring,485
14.9,39,0.9,1.56,1354,April,Sunday,8 AM - 12 PM,No,Spring,716
17.5,35,1.8,2.26,1570,April,Sunday,8 AM - 12 PM,No,Spring,787
19.6,28,2.0,2.79,1695,April,Sunday,8 AM - 12 PM,No,Spring,1060
20.5,31,2.6,2.79,1299,April,Sunday,12 PM - 4 PM,No,Spring,1375
21.9,27,2.2,3.35,1055,April,Sunday,12 PM - 4 PM,No,Spring,1635
21.6,28,3.3,2.93,1172,April,Sunday,12 PM - 4 PM,No,Spring,1814
22.8,24,3.3,2.79,1138,April,Sunday,12 PM - 4 PM,No,Spring,2019
22.2,23,3.7,2.28,1183,April,Sunday,4 PM - 8 PM,No,Spring,2044
21.9,28,3.1,1.6,1023,April,Sunday,4 PM - 8 PM,No,Spring,2094
20.1,28,3.2,0.89,1114,April,Sunday,4 PM - 8 PM,No,Spring,1950
18.1,38,2.8,0.16,932,April,Sunday,4 PM - 8 PM,No,Spring,1712
16.9,42,2.7,0.0,942,April,Sunday,8 PM - 12 AM,No,Spring,1485
16.1,44,1.2,0.0,913,April,Sunday,8 PM - 12 AM,No,Spring,1382
15.6,43,2.3,0.0,1016,April,Sunday,8 PM - 12 AM,No,Spring,1128
15.2,51,1.0,0.0,858,April,Sunday,8 PM - 12 AM,No,Spring,820
14.7,54,1.3,0.0,718,April,Monday,12 AM - 4 AM,No,Spring,569
14.4,60,1.7,0.0,580,April,Monday,12 AM - 4 AM,No,Spring,362
14.1,62,1.2,0.0,502,April,Monday,12 AM - 4 AM,No,Spring,246
14.3,61,1.0,0.0,475,April,Monday,12 AM - 4 AM,No,Spring,157
14.6,57,1.2,0.0,495,April,Monday,4 AM - 8 AM,No,Spring,132
14.8,63,0.7,0.0,492,April,Monday,4 AM - 8 AM,No,Spring,185
14.9,64,0.5,0.0,424,April,Monday,4 AM - 8 AM,No,Spring,397
15.1,78,1.5,0.06,354,April,Monday,4 AM - 8 AM,No,Spring,1075
15.8,73,0.5,0.39,357,April,Monday,8 AM - 12 PM,No,Spring,1791
17.5,65,1.0,1.0,416,April,Monday,8 AM - 12 PM,No,Spring,983
19.5,54,1.1,1.88,451,April,Monday,8 AM - 12 PM,No,Spring,742
20.3,52,0.9,1.96,468,April,Monday,8 AM - 12 PM,No,Spring,901
22.2,50,2.0,2.65,564,April,Monday,12 PM - 4 PM,No,Spring,1094
23.3,45,1.8,2.96,684,April,Monday,12 PM - 4 PM,No,Spring,1019
24.0,47,2.3,2.87,520,April,Monday,12 PM - 4 PM,No,Spring,1055
24.1,48,2.7,2.47,419,April,Monday,12 PM - 4 PM,No,Spring,1168
24.8,45,1.8,2.05,549,April,Monday,4 PM - 8 PM,No,Spring,1344
24.0,53,3.5,1.39,536,April,Monday,4 PM - 8 PM,No,Spring,1706
23.0,54,2.9,0.81,679,April,Monday,4 PM - 8 PM,No,Spring,2558
21.2,65,2.9,0.25,559,April,Monday,4 PM - 8 PM,No,Spring,2064
20.0,69,2.4,0.0,533,April,Monday,8 PM - 12 AM,No,Spring,1703
19.1,73,1.2,0.0,413,April,Monday,8 PM - 12 AM,No,Spring,1711
18.4,78,1.6,0.0,377,April,Monday,8 PM - 12 AM,No,Spring,1456
17.9,79,0.4,0.0,323,April,Monday,8 PM - 12 AM,No,Spring,1044
18.3,78,0.8,0.0,349,May,Tuesday,12 AM - 4 AM,Yes,Spring,782
18.3,83,1.1,0.0,451,May,Tuesday,12 AM - 4 AM,Yes,Spring,705
18.2,85,0.8,0.0,355,May,Tuesday,12 AM - 4 AM,Yes,Spring,534
18.1,85,1.0,0.0,284,May,Tuesday,12 AM - 4 AM,Yes,Spring,343
18.0,85,0.3,0.0,275,May,Tuesday,4 AM - 8 AM,Yes,Spring,187
18.0,85,0.8,0.0,346,May,Tuesday,4 AM - 8 AM,Yes,Spring,166
17.8,85,0.6,0.0,265,May,Tuesday,4 AM - 8 AM,Yes,Spring,306
18.0,82,0.7,0.11,264,May,Tuesday,4 AM - 8 AM,Yes,Spring,614
18.8,76,0.6,0.36,301,May,Tuesday,8 AM - 12 PM,Yes,Spring,1067
20.7,67,1.1,1.3,464,May,Tuesday,8 AM - 12 PM,Yes,Spring,1024
22.2,61,1.2,1.72,531,May,Tuesday,8 AM - 12 PM,Yes,Spring,1002
22.7,63,1.1,1.36,605,May,Tuesday,8 AM - 12 PM,Yes,Spring,1117
22.1,67,2.7,0.81,462,May,Tuesday,12 PM - 4 PM,Yes,Spring,1315
23.0,63,3.1,1.92,494,May,Tuesday,12 PM - 4 PM,Yes,Spring,1493
23.0,64,2.8,1.59,520,May,Tuesday,12 PM - 4 PM,Yes,Spring,1536
23.1,61,2.5,1.5,556,May,Tuesday,12 PM - 4 PM,Yes,Spring,1639
22.6,63,3.1,0.88,551,May,Tuesday,4 PM - 8 PM,Yes,Spring,1759
22.0,65,2.4,0.47,589,May,Tuesday,4 PM - 8 PM,Yes,Spring,1898
21.6,67,2.0,0.24,584,May,Tuesday,4 PM - 8 PM,Yes,Spring,2082
21.2,68,1.5,0.16,610,May,Tuesday,4 PM - 8 PM,Yes,Spring,1696
20.6,72,1.3,0.0,587,May,Tuesday,8 PM - 12 AM,Yes,Spring,1656
20.2,74,1.3,0.0,554,May,Tuesday,8 PM - 12 AM,Yes,Spring,1644
19.9,75,0.8,0.0,516,May,Tuesday,8 PM - 12 AM,Yes,Spring,1400
19.8,73,0.9,0.0,442,May,Tuesday,8 PM - 12 AM,Yes,Spring,855
19.7,76,0.5,0.0,386,May,Wednesday,12 AM - 4 AM,No,Spring,612
19.6,75,2.1,0.0,392,May,Wednesday,12 AM - 4 AM,No,Spring,413
19.0,80,1.6,0.0,346,May,Wednesday,12 AM - 4 AM,No,Spring,245
18.5,82,0.8,0.0,342,May,Wednesday,12 AM - 4 AM,No,Spring,170
18.4,81,0.4,0.0,300,May,Wednesday,4 AM - 8 AM,No,Spring,93
18.4,87,0.8,0.0,209,May,Wednesday,4 AM - 8 AM,No,Spring,76
17.9,93,0.9,0.0,202,May,Wednesday,4 AM - 8 AM,No,Spring,67
17.6,94,0.5,0.0,166,May,Wednesday,4 AM - 8 AM,No,Spring,102
17.5,94,0.9,0.06,203,May,Wednesday,8 AM - 12 PM,No,Spring,555
17.4,94,0.7,0.16,230,May,Wednesday,8 AM - 12 PM,No,Spring,609
17.7,88,1.1,0.36,322,May,Wednesday,8 AM - 12 PM,No,Spring,486
18.0,85,1.1,0.45,411,May,Wednesday,8 AM - 12 PM,No,Spring,206
17.3,95,0.7,0.16,155,May,Wednesday,12 PM - 4 PM,No,Spring,63
17.2,96,0.9,0.26,275,May,Wednesday,12 PM - 4 PM,No,Spring,327
17.5,94,0.3,0.35,436,May,Wednesday,12 PM - 4 PM,No,Spring,376
17.0,90,3.7,0.26,216,May,Wednesday,12 PM - 4 PM,No,Spring,143
15.4,95,4.7,0.11,378,May,Wednesday,4 PM - 8 PM,No,Spring,400
13.9,94,2.6,0.21,303,May,Wednesday,4 PM - 8 PM,No,Spring,813
13.6,89,2.3,0.09,638,May,Wednesday,4 PM - 8 PM,No,Spring,518
12.6,93,3.9,0.0,831,May,Wednesday,4 PM - 8 PM,No,Spring,131
11.1,91,4.0,0.0,716,May,Wednesday,8 PM - 12 AM,No,Spring,123
10.5,94,2.8,0.0,1627,May,Wednesday,8 PM - 12 AM,No,Spring,327
10.4,85,3.7,0.0,1671,May,Wednesday,8 PM - 12 AM,No,Spring,299
9.5,90,3.6,0.0,1017,May,Wednesday,8 PM - 12 AM,No,Spring,294
8.7,86,3.1,0.0,2000,May,Thursday,12 AM - 4 AM,No,Spring,361
7.9,86,2.1,0.0,2000,May,Thursday,12 AM - 4 AM,No,Spring,323
7.3,86,1.7,0.0,2000,May,Thursday,12 AM - 4 AM,No,Spring,251
7.0,86,1.2,0.0,2000,May,Thursday,12 AM - 4 AM,No,Spring,156
7.0,87,1.3,0.0,2000,May,Thursday,4 AM - 8 AM,No,Spring,109
7.0,85,0.8,0.0,2000,May,Thursday,4 AM - 8 AM,No,Spring,163
7.9,86,2.0,0.01,1070,May,Thursday,4 AM - 8 AM,No,Spring,469
8.4,83,1.4,0.31,1400,May,Thursday,4 AM - 8 AM,No,Spring,1160
10.5,67,2.3,0.98,1221,May,Thursday,8 AM - 12 PM,No,Spring,1946
12.8,52,3.9,1.65,1614,May,Thursday,8 AM - 12 PM,No,Spring,1061
13.8,47,4.8,1.64,1561,May,Thursday,8 AM - 12 PM,No,Spring,762
14.7,45,3.0,1.68,1799,May,Thursday,8 AM - 12 PM,No,Spring,794
14.1,59,3.9,1.12,1870,May,Thursday,12 PM - 4 PM,No,Spring,871
13.4,56,3.7,0.82,1693,May,Thursday,12 PM - 4 PM,No,Spring,516
12.7,75,3.8,0.88,1510,May,Thursday,12 PM - 4 PM,No,Spring,367
12.2,56,4.8,0.57,2000,May,Thursday,12 PM - 4 PM,No,Spring,590
12.8,53,3.3,0.76,2000,May,Thursday,4 PM - 8 PM,No,Spring,911
13.2,49,4.2,0.69,1999,May,Thursday,4 PM - 8 PM,No,Spring,1421
13.4,49,2.4,0.6,1982,May,Thursday,4 PM - 8 PM,No,Spring,2310
13.3,49,3.6,0.45,1919,May,Thursday,4 PM - 8 PM,No,Spring,1663
12.6,47,3.2,0.02,1935,May,Thursday,8 PM - 12 AM,No,Spring,1401
11.9,48,1.9,0.0,1918,May,Thursday,8 PM - 12 AM,No,Spring,1388
11.2,60,2.3,0.0,1684,May,Thursday,8 PM - 12 AM,No,Spring,1202
10.6,62,2.1,0.0,1694,May,Thursday,8 PM - 12 AM,No,Spring,832
10.0,63,2.1,0.0,1653,May,Friday,12 AM - 4 AM,No,Spring,624
9.7,63,2.1,0.0,1610,May,Friday,12 AM - 4 AM,No,Spring,480
9.6,65,1.5,0.0,1654,May,Friday,12 AM - 4 AM,No,Spring,352
9.6,66,0.9,0.0,1685,May,Friday,12 AM - 4 AM,No,Spring,224
9.5,66,1.1,0.0,1737,May,Friday,4 AM - 8 AM,No,Spring,138
9.2,63,0.8,0.0,1896,May,Friday,4 AM - 8 AM,No,Spring,186
9.0,57,1.7,0.0,1903,May,Friday,4 AM - 8 AM,No,Spring,521
9.5,55,2.1,0.32,1912,May,Friday,4 AM - 8 AM,No,Spring,1260
11.3,46,1.2,1.04,1788,May,Friday,8 AM - 12 PM,No,Spring,2041
14.1,42,1.9,1.78,1893,May,Friday,8 AM - 12 PM,No,Spring,1155
16.1,37,2.9,2.4,1629,May,Friday,8 AM - 12 PM,No,Spring,864
17.2,35,3.6,2.93,1731,May,Friday,8 AM - 12 PM,No,Spring,1021
17.9,32,4.6,3.28,1874,May,Friday,12 PM - 4 PM,No,Spring,1206
18.9,30,3.8,3.39,1854,May,Friday,12 PM - 4 PM,No,Spring,1222
18.8,31,4.9,3.31,1940,May,Friday,12 PM - 4 PM,No,Spring,1266
19.9,26,3.8,3.0,1898,May,Friday,12 PM - 4 PM,No,Spring,1323
18.6,30,5.1,2.49,1891,May,Friday,4 PM - 8 PM,No,Spring,1501
18.1,30,4.6,1.86,1925,May,Friday,4 PM - 8 PM,No,Spring,1857
17.1,35,3.4,1.11,1961,May,Friday,4 PM - 8 PM,No,Spring,2661
15.5,46,2.6,0.34,1782,May,Friday,4 PM - 8 PM,No,Spring,1890
14.1,46,3.4,0.01,1940,May,Friday,8 PM - 12 AM,No,Spring,1389
13.3,47,1.9,0.0,1805,May,Friday,8 PM - 12 AM,No,Spring,1298
12.7,55,2.0,0.0,1775,May,Friday,8 PM - 12 AM,No,Spring,1256
12.4,58,2.5,0.0,1843,May,Friday,8 PM - 12 AM,No,Spring,935
12.2,59,1.2,0.0,1718,May,Saturday,12 AM - 4 AM,No,Spring,796
12.1,54,1.3,0.0,1820,May,Saturday,12 AM - 4 AM,No,Spring,716
12.1,53,1.1,0.0,1948,May,Saturday,12 AM - 4 AM,No,Spring,508
11.6,53,1.1,0.0,1904,May,Saturday,12 AM - 4 AM,No,Spring,392
12.1,51,1.6,0.0,1939,May,Saturday,4 AM - 8 AM,No,Spring,252
12.2,52,2.3,0.0,1961,May,Saturday,4 AM - 8 AM,No,Spring,190
12.3,55,2.1,0.02,1972,May,Saturday,4 AM - 8 AM,No,Spring,247
12.9,55,2.3,0.29,1952,May,Saturday,4 AM - 8 AM,No,Spring,352
14.4,51,2.3,0.92,1907,May,Saturday,8 AM - 12 PM,No,Spring,579
16.1,50,2.6,1.52,1628,May,Saturday,8 AM - 12 PM,No,Spring,759
18.1,46,2.9,2.17,1755,May,Saturday,8 AM - 12 PM,No,Spring,877
20.2,41,3.1,2.56,1789,May,Saturday,8 AM - 12 PM,No,Spring,1024
21.9,35,3.4,2.74,1586,May,Saturday,12 PM - 4 PM,No,Spring,1258
22.7,35,3.4,2.51,1794,May,Saturday,12 PM - 4 PM,No,Spring,1408
23.6,34,3.3,2.57,1829,May,Saturday,12 PM - 4 PM,No,Spring,1669
23.8,29,4.7,2.72,1876,May,Saturday,12 PM - 4 PM,No,Spring,1837
23.2,30,4.5,1.49,1787,May,Saturday,4 PM - 8 PM,No,Spring,1223
23.6,29,3.9,1.68,1948,May,Saturday,4 PM - 8 PM,No,Spring,2014
22.5,31,3.4,0.79,1953,May,Saturday,4 PM - 8 PM,No,Spring,1929
20.7,47,3.5,0.28,1952,May,Saturday,4 PM - 8 PM,No,Spring,1753
19.7,53,2.0,0.0,1841,May,Saturday,8 PM - 12 AM,No,Spring,1562
19.3,57,3.1,0.0,1924,May,Saturday,8 PM - 12 AM,No,Spring,1551
19.1,61,2.7,0.0,1830,May,Saturday,8 PM - 12 AM,No,Spring,1360
19.1,62,3.6,0.0,1757,May,Saturday,8 PM - 12 AM,No,Spring,1097
18.7,64,3.3,0.0,1654,May,Sunday,12 AM - 4 AM,No,Spring,733
18.2,71,1.6,0.0,1328,May,Sunday,12 AM - 4 AM,No,Spring,181
17.3,82,2.1,0.0,768,May,Sunday,12 AM - 4 AM,No,Spring,74
16.2,94,1.7,0.0,400,May,Sunday,12 AM - 4 AM,No,Spring,43
15.8,93,0.4,0.0,268,May,Sunday,4 AM - 8 AM,No,Spring,16
15.4,96,0.3,0.0,208,May,Sunday,4 AM - 8 AM,No,Spring,11
15.1,97,0.3,0.0,225,May,Sunday,4 AM - 8 AM,No,Spring,7
15.1,97,0.5,0.03,311,May,Sunday,4 AM - 8 AM,No,Spring,16
15.2,97,1.0,0.08,414,May,Sunday,8 AM - 12 PM,No,Spring,16
15.4,97,0.8,0.18,413,May,Sunday,8 AM - 12 PM,No,Spring,12
15.4,97,0.6,0.38,374,May,Sunday,8 AM - 12 PM,No,Spring,13
15.5,97,0.8,0.4,459,May,Sunday,8 AM - 12 PM,No,Spring,10
15.7,96,1.1,0.5,568,May,Sunday,12 PM - 4 PM,No,Spring,71
16.4,94,0.9,0.78,1947,May,Sunday,12 PM - 4 PM,No,Spring,211
17.2,85,1.3,0.94,2000,May,Sunday,12 PM - 4 PM,No,Spring,384
17.8,77,1.6,1.13,2000,May,Sunday,12 PM - 4 PM,No,Spring,770
19.5,66,1.7,1.71,2000,May,Sunday,4 PM - 8 PM,No,Spring,1482
20.2,62,1.1,1.74,2000,May,Sunday,4 PM - 8 PM,No,Spring,1737
20.2,66,1.0,1.1,2000,May,Sunday,4 PM - 8 PM,No,Spring,1848
19.0,70,0.7,0.33,2000,May,Sunday,4 PM - 8 PM,No,Spring,1639
17.6,77,1.2,0.01,2000,May,Sunday,8 PM - 12 AM,No,Spring,1526
16.8,79,0.6,0.0,2000,May,Sunday,8 PM - 12 AM,No,Spring,1450
16.4,80,1.2,0.0,2000,May,Sunday,8 PM - 12 AM,No,Spring,1290
15.9,83,0.6,0.0,2000,May,Sunday,8 PM - 12 AM,No,Spring,1016
15.5,85,0.9,0.0,2000,May,Monday,12 AM - 4 AM,No,Spring,778
15.1,84,0.3,0.0,1858,May,Monday,12 AM - 4 AM,No,Spring,609
14.8,85,0.4,0.0,1831,May,Monday,12 AM - 4 AM,No,Spring,404
14.7,82,0.8,0.0,1822,May,Monday,12 AM - 4 AM,No,Spring,249
14.4,85,0.8,0.0,1437,May,Monday,4 AM - 8 AM,No,Spring,185
14.2,85,0.5,0.0,1412,May,Monday,4 AM - 8 AM,No,Spring,170
14.0,87,0.8,0.01,1334,May,Monday,4 AM - 8 AM,No,Spring,221
14.2,81,0.3,0.13,1991,May,Monday,4 AM - 8 AM,No,Spring,389
14.8,80,0.3,0.31,1921,May,Monday,8 AM - 12 PM,No,Spring,600
15.9,72,0.5,0.67,1835,May,Monday,8 AM - 12 PM,No,Spring,737
17.5,63,0.6,0.96,1916,May,Monday,8 AM - 12 PM,No,Spring,895
20.2,45,1.1,2.33,1894,May,Monday,8 AM - 12 PM,No,Spring,1167
22.9,35,0.8,3.05,1948,May,Monday,12 PM - 4 PM,No,Spring,1414
23.7,44,1.7,2.35,1897,May,Monday,12 PM - 4 PM,No,Spring,1665
24.1,42,1.2,1.93,1770,May,Monday,12 PM - 4 PM,No,Spring,1970
24.6,38,2.1,1.85,1478,May,Monday,12 PM - 4 PM,No,Spring,2191
24.5,38,2.2,1.1,1903,May,Monday,4 PM - 8 PM,No,Spring,2213
25.5,31,2.3,1.5,1974,May,Monday,4 PM - 8 PM,No,Spring,2392
25.1,32,2.4,1.1,1899,May,Monday,4 PM - 8 PM,No,Spring,2268
23.5,48,1.5,0.4,1929,May,Monday,4 PM - 8 PM,No,Spring,1664
