Temperature(°C),Humidity(%),Wind speed (m/s),Solar Radiation (MJ/m2),Month,Weekday,Hour,Holiday,Seasons,Rented Bike Count
21.2,87,0.8,0.03,6.0,3.0,2.0,0.0,1.0,49
20.8,94,1.0,0.05,6.0,3.0,2.0,0.0,1.0,53
20.3,96,1.1,0.06,6.0,3.0,2.0,0.0,1.0,19
20.3,97,1.0,0.12,6.0,3.0,2.0,0.0,1.0,9
20.4,97,1.4,0.09,6.0,3.0,,0.0,1.0,11
20.5,97,1.8,0.15,6.0,3.0,,0.0,1.0,10
20.5,97,1.2,0.11,6.0,3.0,,0.0,1.0,24
21.0,97,0.7,0.26,6.0,3.0,,0.0,1.0,26
21.5,97,0.6,0.21,6.0,3.0,,0.0,1.0,65
23.3,96,3.4,0.08,6.0,3.0,,0.0,1.0,56
24.0,95,5.0,0.07,6.0,3.0,4.0,0.0,1.0,113
24.1,95,4.4,0.03,6.0,3.0,4.0,0.0,1.0,156
24.2,94,4.7,0.03,6.0,3.0,4.0,0.0,1.0,203
24.1,94,4.5,0.0,6.0,3.0,4.0,0.0,1.0,199
23.5,94,4.6,0.0,6.0,3.0,4.0,0.0,1.0,275
22.4,95,4.1,0.0,6.0,3.0,4.0,0.0,1.0,443
21.6,89,4.3,0.0,6.0,3.0,1.0,0.0,1.0,552
20.5,94,3.7,0.0,6.0,4.0,1.0,0.0,1.0,513
20.0,96,3.0,0.0,6.0,4.0,1.0,0.0,1.0,254
19.6,97,2.6,0.0,6.0,4.0,1.0,0.0,1.0,164
19.4,97,2.9,0.0,6.0,4.0,1.0,0.0,1.0,152
19.2,97,1.0,0.0,6.0,4.0,1.0,0.0,1.0,110
19.1,97,1.2,0.0,6.0,4.0,1.0,0.0,1.0,162
19.2,97,1.5,0.0,6.0,4.0,1.0,0.0,1.0,417
19.3,98,1.0,0.06,6.0,4.0,2.0,0.0,1.0,1084
19.7,97,1.5,0.25,6.0,4.0,2.0,0.0,1.0,1995
20.0,96,1.6,0.39,6.0,4.0,2.0,0.0,1.0,1238
21.4,85,1.1,1.34,6.0,4.0,2.0,0.0,1.0,862
23.4,73,1.3,2.38,6.0,4.0,,0.0,1.0,1015
24.1,73,2.2,2.15,6.0,4.0,,0.0,1.0,1145
24.9,69,2.2,2.14,6.0,4.0,,0.0,1.0,1234
24.7,72,2.9,1.45,6.0,4.0,,0.0,1.0,1243
25.5,68,2.4,1.61,6.0,4.0,,0.0,1.0,1362
25.0,74,2.2,0.52,6.0,4.0,,0.0,1.0,1618
25.1,70,2.2,0.48,6.0,4.0,4.0,0.0,1.0,2115
25.0,69,1.5,0.52,6.0,4.0,4.0,0.0,1.0,3172
24.9,70,1.8,0.24,6.0,4.0,4.0,0.0,1.0,2487
24.2,72,1.4,0.03,6.0,4.0,4.0,0.0,1.0,2274
23.3,71,1.3,0.0,6.0,4.0,4.0,0.0,1.0,2200
22.7,77,2.0,0.0,6.0,4.0,4.0,0.0,1.0,1959
22.3,83,2.6,0.0,6.0,4.0,1.0,0.0,1.0,980
22.2,84,1.1,0.0,6.0,5.0,1.0,0.0,1.0,561
22.2,84,0.3,0.0,6.0,5.0,1.0,0.0,1.0,1068
22.4,84,0.6,0.0,6.0,5.0,1.0,0.0,1.0,652
22.4,86,0.6,0.0,6.0,5.0,1.0,0.0,1.0,344
22.3,88,0.9,0.0,6.0,5.0,1.0,0.0,1.0,233
22.1,93,0.4,0.0,6.0,5.0,1.0,0.0,1.0,266
22.0,90,0.4,0.04,6.0,5.0,1.0,0.0,1.0,594
22.7,81,0.4,0.4,6.0,5.0,2.0,0.0,1.0,1391
24.2,73,1.0,0.96,6.0,5.0,2.0,0.0,1.0,2288
24.8,75,1.1,0.63,6.0,5.0,2.0,0.0,1.0,1246
25.3,70,0.6,0.7,6.0,5.0,2.0,0.0,1.0,826
26.5,64,1.8,1.3,6.0,5.0,,0.0,1.0,938
27.0,68,2.0,1.3,6.0,5.0,,0.0,1.0,1158
27.2,68,1.8,1.1,6.0,5.0,,0.0,1.0,1040
27.1,72,3.0,0.91,6.0,5.0,,0.0,1.0,1030
26.4,76,3.7,1.01,6.0,5.0,,0.0,1.0,1209
25.2,81,3.6,0.5,6.0,5.0,,0.0,1.0,766
22.2,92,1.2,0.11,6.0,5.0,4.0,0.0,1.0,65
20.6,97,0.7,0.14,6.0,5.0,4.0,0.0,1.0,596
20.9,97,1.0,0.19,6.0,5.0,4.0,0.0,1.0,944
21.0,96,0.1,0.02,6.0,5.0,4.0,0.0,1.0,1039
21.3,94,0.3,0.0,6.0,5.0,4.0,0.0,1.0,1223
21.6,94,1.1,0.0,6.0,5.0,4.0,0.0,1.0,1239
21.7,96,0.3,0.0,6.0,5.0,1.0,0.0,1.0,931
21.9,95,1.9,0.0,6.0,6.0,1.0,0.0,1.0,470
22.0,96,0.1,0.0,6.0,6.0,1.0,0.0,1.0,460
22.2,96,0.8,0.0,6.0,6.0,1.0,0.0,1.0,345
22.3,96,1.2,0.0,6.0,6.0,1.0,0.0,1.0,227
22.3,96,0.0,0.0,6.0,6.0,1.0,0.0,1.0,123
22.1,97,0.5,0.0,6.0,6.0,1.0,0.0,1.0,133
21.9,97,0.2,0.0,6.0,6.0,1.0,0.0,1.0,308
22.0,97,0.9,0.03,6.0,6.0,2.0,0.0,1.0,883
22.2,95,1.6,0.26,6.0,6.0,2.0,0.0,1.0,2028
22.9,86,1.7,0.76,6.0,6.0,2.0,0.0,1.0,1195
24.4,76,2.1,1.58,6.0,6.0,2.0,0.0,1.0,913
24.8,74,1.8,1.41,6.0,6.0,,0.0,1.0,956
26.1,67,2.2,2.15,6.0,6.0,,0.0,1.0,1168
26.8,65,2.0,2.37,6.0,6.0,,0.0,1.0,1117
27.8,57,2.1,2.62,6.0,6.0,,0.0,1.0,1175
28.4,63,2.8,2.47,6.0,6.0,,0.0,1.0,1209
29.0,57,2.3,2.36,6.0,6.0,,0.0,1.0,1554
28.5,60,2.6,1.33,6.0,6.0,4.0,0.0,1.0,2099
28.1,60,1.9,1.05,6.0,6.0,4.0,0.0,1.0,3113
27.1,64,1.1,0.28,6.0,6.0,4.0,0.0,1.0,2602
26.2,70,1.5,0.12,6.0,6.0,4.0,0.0,1.0,2339
25.2,75,1.4,0.0,6.0,6.0,4.0,0.0,1.0,2225
24.2,80,1.3,0.0,6.0,6.0,4.0,0.0,1.0,2103
23.5,83,1.4,0.0,6.0,6.0,1.0,0.0,1.0,1552
23.0,84,1.9,0.0,6.0,7.0,1.0,0.0,1.0,1275
22.6,85,0.3,0.0,6.0,7.0,1.0,0.0,1.0,1070
22.2,88,1.0,0.0,6.0,7.0,1.0,0.0,1.0,859
21.9,88,0.9,0.0,6.0,7.0,1.0,0.0,1.0,625
21.7,93,0.1,0.0,6.0,7.0,1.0,0.0,1.0,382
21.7,88,0.6,0.0,6.0,7.0,1.0,0.0,1.0,247
22.1,85,0.5,0.01,6.0,7.0,1.0,0.0,1.0,310
22.5,86,0.6,0.07,6.0,7.0,2.0,0.0,1.0,468
23.4,81,0.5,0.37,6.0,7.0,2.0,0.0,1.0,825
24.2,81,0.9,0.53,6.0,7.0,2.0,0.0,1.0,862
25.1,73,0.9,0.66,6.0,7.0,2.0,0.0,1.0,933
26.4,71,1.0,1.36,6.0,7.0,,0.0,1.0,871
25.2,94,2.8,0.39,6.0,7.0,,0.0,1.0,858
25.6,87,1.7,0.71,6.0,7.0,,0.0,1.0,1144
27.5,69,0.5,1.84,6.0,7.0,,0.0,1.0,1235
27.8,71,0.9,0.93,6.0,7.0,,0.0,1.0,1311
27.9,69,0.5,0.61,6.0,7.0,,0.0,1.0,1317
27.4,75,2.3,0.46,6.0,7.0,4.0,0.0,1.0,1291
27.5,79,0.5,0.65,6.0,7.0,4.0,0.0,1.0,306
24.3,95,0.5,0.11,6.0,7.0,4.0,0.0,1.0,481
24.2,88,0.8,0.06,6.0,7.0,4.0,0.0,1.0,778
23.9,84,0.7,0.0,6.0,7.0,4.0,0.0,1.0,1005
23.4,88,0.9,0.0,6.0,7.0,4.0,0.0,1.0,1107
22.9,92,0.6,0.0,6.0,7.0,1.0,0.0,1.0,919
22.6,88,0.2,0.0,7.0,1.0,1.0,0.0,1.0,865
22.7,87,0.5,0.0,7.0,1.0,1.0,0.0,1.0,740
22.7,87,0.5,0.0,7.0,1.0,1.0,0.0,1.0,586
22.7,86,0.7,0.0,7.0,1.0,1.0,0.0,1.0,368
22.7,85,0.7,0.0,7.0,1.0,1.0,0.0,1.0,211
22.6,86,0.5,0.0,7.0,1.0,1.0,0.0,1.0,54
22.3,93,0.6,0.01,7.0,1.0,1.0,0.0,1.0,60
22.1,89,0.5,0.08,7.0,1.0,2.0,0.0,1.0,25
22.1,93,0.5,0.14,7.0,1.0,2.0,0.0,1.0,20
22.1,94,0.9,0.22,7.0,1.0,2.0,0.0,1.0,9
21.6,97,0.5,0.13,7.0,1.0,2.0,0.0,1.0,13
21.2,97,1.2,0.15,7.0,1.0,,0.0,1.0,11
21.1,97,1.2,0.17,7.0,1.0,,0.0,1.0,9
21.2,97,1.1,0.2,7.0,1.0,,0.0,1.0,30
21.5,97,0.7,0.29,7.0,1.0,,0.0,1.0,14
21.8,97,0.7,0.14,7.0,1.0,,0.0,1.0,51
22.2,97,1.1,0.25,7.0,1.0,,0.0,1.0,41
22.4,96,0.4,0.21,7.0,1.0,4.0,0.0,1.0,25
22.2,96,1.2,0.09,7.0,1.0,4.0,0.0,1.0,17
21.9,96,1.2,0.01,7.0,1.0,4.0,0.0,1.0,18
21.9,97,1.1,0.0,7.0,1.0,4.0,0.0,1.0,16
21.8,97,0.6,0.0,7.0,1.0,4.0,0.0,1.0,17
21.7,97,0.7,0.0,7.0,1.0,4.0,0.0,1.0,16
21.5,97,1.5,0.0,7.0,1.0,1.0,0.0,1.0,15
21.4,97,0.6,0.0,7.0,2.0,1.0,0.0,1.0,26
21.3,97,1.0,0.0,7.0,2.0,1.0,0.0,1.0,28
21.2,97,0.8,0.0,7.0,2.0,1.0,0.0,1.0,17
21.1,96,2.4,0.0,7.0,2.0,1.0,0.0,1.0,23
20.8,97,1.0,0.0,7.0,2.0,1.0,0.0,1.0,58
20.7,97,0.3,0.0,7.0,2.0,1.0,0.0,1.0,28
20.7,97,0.3,0.0,7.0,2.0,1.0,0.0,1.0,40
20.7,97,0.4,0.0,7.0,2.0,2.0,0.0,1.0,126
20.8,96,0.4,0.11,7.0,2.0,2.0,0.0,1.0,104
21.0,97,1.3,0.14,7.0,2.0,2.0,0.0,1.0,128
21.4,97,0.6,0.27,7.0,2.0,2.0,0.0,1.0,27
21.7,97,0.5,0.25,7.0,2.0,,0.0,1.0,153
22.4,97,1.0,0.46,7.0,2.0,,0.0,1.0,218
22.6,97,0.6,0.3,7.0,2.0,,0.0,1.0,304
23.3,96,0.3,0.53,7.0,2.0,,0.0,1.0,381
24.2,93,1.0,0.78,7.0,2.0,,0.0,1.0,619
25.2,87,0.9,0.88,7.0,2.0,,0.0,1.0,839
25.3,87,0.6,0.49,7.0,2.0,4.0,0.0,1.0,861
24.9,87,1.9,0.25,7.0,2.0,4.0,0.0,1.0,832
24.1,93,2.1,0.23,7.0,2.0,4.0,0.0,1.0,44
23.5,97,0.1,0.04,7.0,2.0,4.0,0.0,1.0,61
23.4,98,0.4,0.0,7.0,2.0,4.0,0.0,1.0,72
23.4,98,0.3,0.0,7.0,2.0,4.0,0.0,1.0,83
23.4,98,0.3,0.0,7.0,2.0,1.0,0.0,1.0,168
23.2,98,0.2,0.0,7.0,3.0,1.0,0.0,1.0,349
23.1,98,0.0,0.0,7.0,3.0,1.0,0.0,1.0,407
23.0,98,0.1,0.0,7.0,3.0,1.0,0.0,1.0,354
22.8,98,0.0,0.0,7.0,3.0,1.0,0.0,1.0,233
22.7,97,0.2,0.0,7.0,3.0,1.0,0.0,1.0,149
22.6,97,0.0,0.0,7.0,3.0,1.0,0.0,1.0,224
22.6,95,0.1,0.05,7.0,3.0,1.0,0.0,1.0,600
23.5,86,0.2,0.38,7.0,3.0,2.0,0.0,1.0,1308
24.3,83,0.5,0.53,7.0,3.0,2.0,0.0,1.0,2135
25.7,76,0.8,1.11,7.0,3.0,2.0,0.0,1.0,1156
27.6,71,1.6,2.14,7.0,3.0,2.0,0.0,1.0,818
29.2,66,1.4,2.72,7.0,3.0,,0.0,1.0,906
30.1,64,1.2,2.54,7.0,3.0,,0.0,1.0,944
31.2,54,1.3,3.11,7.0,3.0,,0.0,1.0,994
31.0,56,1.5,1.47,7.0,3.0,,0.0,1.0,1001
32.0,54,1.2,2.99,7.0,3.0,,0.0,1.0,1069
31.3,52,1.2,1.63,7.0,3.0,,0.0,1.0,1325
32.4,50,2.2,1.92,7.0,3.0,4.0,0.0,1.0,1783
32.2,57,1.8,1.53,7.0,3.0,4.0,0.0,1.0,2965
30.4,62,0.9,0.65,7.0,3.0,4.0,0.0,1.0,2598
28.8,72,0.9,0.11,7.0,3.0,4.0,0.0,1.0,2398
27.8,72,0.6,0.0,7.0,3.0,4.0,0.0,1.0,2264
26.9,78,0.6,0.0,7.0,3.0,4.0,0.0,1.0,1948
26.4,78,0.3,0.0,7.0,3.0,1.0,0.0,1.0,1365
25.9,79,0.3,0.0,7.0,4.0,1.0,0.0,1.0,971
25.4,79,1.0,0.0,7.0,4.0,1.0,0.0,1.0,796
25.1,82,0.2,0.0,7.0,4.0,1.0,0.0,1.0,555
24.9,83,0.2,0.0,7.0,4.0,1.0,0.0,1.0,372
24.7,82,0.3,0.0,7.0,4.0,1.0,0.0,1.0,234
24.2,86,0.2,0.0,7.0,4.0,1.0,0.0,1.0,316
24.0,84,0.1,0.05,7.0,4.0,1.0,0.0,1.0,747
24.6,78,0.5,0.33,7.0,4.0,2.0,0.0,1.0,1450
26.4,64,0.5,1.33,7.0,4.0,2.0,0.0,1.0,2215
27.4,68,0.5,1.31,7.0,4.0,2.0,0.0,1.0,1191
28.5,65,1.5,1.74,7.0,4.0,2.0,0.0,1.0,831
30.0,60,2.3,2.61,7.0,4.0,,0.0,1.0,941
30.5,58,2.5,2.26,7.0,4.0,,0.0,1.0,1021
31.0,60,2.6,2.75,7.0,4.0,,0.0,1.0,1007
31.3,58,3.0,2.46,7.0,4.0,,0.0,1.0,1005
31.1,57,3.7,2.03,7.0,4.0,,0.0,1.0,1038
31.6,57,2.7,2.19,7.0,4.0,,0.0,1.0,1306
31.2,56,3.4,1.82,7.0,4.0,4.0,0.0,1.0,1856
30.0,60,2.5,0.99,7.0,4.0,4.0,0.0,1.0,3080
28.2,64,2.8,0.5,7.0,4.0,4.0,0.0,1.0,2637
27.1,67,2.9,0.06,7.0,4.0,4.0,0.0,1.0,2415
26.2,70,2.2,0.0,7.0,4.0,4.0,0.0,1.0,2274
25.1,73,2.5,0.0,7.0,4.0,4.0,0.0,1.0,2091
24.7,74,1.4,0.0,7.0,4.0,1.0,0.0,1.0,1432
24.2,77,1.8,0.0,7.0,5.0,1.0,0.0,1.0,1078
23.9,79,1.7,0.0,7.0,5.0,1.0,0.0,1.0,846
23.6,80,1.5,0.0,7.0,5.0,1.0,0.0,1.0,568
23.5,81,0.9,0.0,7.0,5.0,1.0,0.0,1.0,376
23.5,80,0.4,0.0,7.0,5.0,1.0,0.0,1.0,267
23.5,80,0.3,0.0,7.0,5.0,1.0,0.0,1.0,326
23.5,80,0.3,0.0,7.0,5.0,1.0,0.0,1.0,438
23.5,90,0.5,0.05,7.0,5.0,2.0,0.0,1.0,828
23.6,93,0.9,0.21,7.0,5.0,2.0,0.0,1.0,1836
24.2,84,0.9,0.49,7.0,5.0,2.0,0.0,1.0,1112
25.6,75,1.1,1.22,7.0,5.0,2.0,0.0,1.0,827
26.3,71,1.1,0.86,7.0,5.0,,0.0,1.0,890
27.0,68,1.1,1.2,7.0,5.0,,0.0,1.0,996
28.1,67,1.1,1.43,7.0,5.0,,0.0,1.0,929
28.3,67,3.0,1.73,7.0,5.0,,0.0,1.0,933
28.8,66,0.9,1.55,7.0,5.0,,0.0,1.0,1011
28.2,71,1.7,0.96,7.0,5.0,,0.0,1.0,1105
27.3,76,0.9,0.52,7.0,5.0,4.0,0.0,1.0,1381
26.8,71,1.2,0.21,7.0,5.0,4.0,0.0,1.0,2594
26.7,69,1.4,0.36,7.0,5.0,4.0,0.0,1.0,2309
25.8,68,1.4,0.09,7.0,5.0,4.0,0.0,1.0,2122
25.2,67,1.5,0.0,7.0,5.0,4.0,0.0,1.0,2063
24.4,67,1.6,0.0,7.0,5.0,4.0,0.0,1.0,1941
23.9,66,1.5,0.0,7.0,5.0,1.0,0.0,1.0,1406
23.5,65,1.9,0.0,7.0,6.0,1.0,0.0,1.0,1075
23.1,66,1.6,0.0,7.0,6.0,1.0,0.0,1.0,839
22.8,65,1.8,0.0,7.0,6.0,1.0,0.0,1.0,558
22.6,66,1.5,0.0,7.0,6.0,1.0,0.0,1.0,403
22.6,66,0.9,0.0,7.0,6.0,1.0,0.0,1.0,273
22.5,66,1.5,0.0,7.0,6.0,1.0,0.0,1.0,311
22.4,65,1.6,0.01,7.0,6.0,1.0,0.0,1.0,723
22.6,63,1.3,0.21,7.0,6.0,2.0,0.0,1.0,1449
23.2,60,1.7,0.58,7.0,6.0,2.0,0.0,1.0,2273
23.3,61,1.7,0.8,7.0,6.0,2.0,0.0,1.0,1318
23.7,59,1.7,0.89,7.0,6.0,2.0,0.0,1.0,998
23.9,59,2.1,1.08,7.0,6.0,,0.0,1.0,1024
25.7,57,1.9,2.32,7.0,6.0,,0.0,1.0,1216
26.2,53,2.1,2.23,7.0,6.0,,0.0,1.0,1210
27.0,52,2.1,2.51,7.0,6.0,,0.0,1.0,1209
26.9,51,2.0,1.95,7.0,6.0,,0.0,1.0,1346
26.6,54,2.3,1.24,7.0,6.0,,0.0,1.0,1635
26.6,52,2.2,1.02,7.0,6.0,4.0,0.0,1.0,2282
25.9,52,2.1,0.57,7.0,6.0,4.0,0.0,1.0,3196
25.0,52,2.2,0.37,7.0,6.0,4.0,0.0,1.0,2557
23.8,55,2.3,0.05,7.0,6.0,4.0,0.0,1.0,2223
23.1,54,2.1,0.0,7.0,6.0,4.0,0.0,1.0,2183
22.5,54,2.1,0.0,7.0,6.0,4.0,0.0,1.0,1917
22.0,55,1.7,0.0,7.0,6.0,1.0,0.0,1.0,1458
21.5,56,1.8,0.0,7.0,7.0,1.0,0.0,1.0,1191
21.1,57,2.0,0.0,7.0,7.0,1.0,0.0,1.0,1079
20.7,58,1.5,0.0,7.0,7.0,1.0,0.0,1.0,760
20.4,59,1.0,0.0,7.0,7.0,1.0,0.0,1.0,545
20.0,63,1.8,0.0,7.0,7.0,1.0,0.0,1.0,331
19.8,63,1.4,0.0,7.0,7.0,1.0,0.0,1.0,273
19.5,61,1.5,0.03,7.0,7.0,1.0,0.0,1.0,396
19.6,57,1.6,0.42,7.0,7.0,2.0,0.0,1.0,567
21.2,52,1.6,1.2,7.0,7.0,2.0,0.0,1.0,832
22.6,51,1.7,1.87,7.0,7.0,2.0,0.0,1.0,1009
24.0,49,1.7,2.48,7.0,7.0,2.0,0.0,1.0,1050
25.0,48,1.5,2.95,7.0,7.0,,0.0,1.0,1129
26.4,47,1.7,3.26,7.0,7.0,,0.0,1.0,1328
27.5,43,2.0,3.41,7.0,7.0,,0.0,1.0,1399
28.3,43,1.6,3.33,7.0,7.0,,0.0,1.0,1430
28.7,42,1.3,2.98,7.0,7.0,,0.0,1.0,1579
28.9,44,1.6,2.2,7.0,7.0,,0.0,1.0,1764
28.9,45,1.4,1.89,7.0,7.0,4.0,0.0,1.0,2020
27.8,48,1.2,0.91,7.0,7.0,4.0,0.0,1.0,2238
26.1,51,1.4,0.32,7.0,7.0,4.0,0.0,1.0,2352
24.6,51,1.7,0.07,7.0,7.0,4.0,0.0,1.0,2232
23.4,52,1.4,0.0,7.0,7.0,4.0,0.0,1.0,2235
22.6,51,1.7,0.0,7.0,7.0,4.0,0.0,1.0,1921
21.7,51,1.7,0.0,7.0,7.0,1.0,0.0,1.0,1416
20.7,51,1.7,0.0,7.0,1.0,1.0,0.0,1.0,1208
19.9,52,1.6,0.0,7.0,1.0,1.0,0.0,1.0,946
19.3,54,1.4,0.0,7.0,1.0,1.0,0.0,1.0,648
18.8,56,1.2,0.0,7.0,1.0,1.0,0.0,1.0,460
18.4,57,1.1,0.0,7.0,1.0,1.0,0.0,1.0,277
18.1,57,1.4,0.0,7.0,1.0,1.0,0.0,1.0,253
17.8,58,1.1,0.04,7.0,1.0,1.0,0.0,1.0,267
18.2,54,1.2,0.42,7.0,1.0,2.0,0.0,1.0,410
19.1,53,1.7,0.8,7.0,1.0,2.0,0.0,1.0,684
20.8,51,1.5,1.65,7.0,1.0,2.0,0.0,1.0,787
22.5,48,1.6,2.33,7.0,1.0,2.0,0.0,1.0,867
23.8,47,2.1,2.59,7.0,1.0,,0.0,1.0,1053
25.0,46,1.9,2.93,7.0,1.0,,0.0,1.0,1237
26.1,45,1.8,3.33,7.0,1.0,,0.0,1.0,1442
27.1,41,1.4,3.24,7.0,1.0,,0.0,1.0,1517
27.6,37,1.9,2.58,7.0,1.0,,0.0,1.0,1693
27.9,39,1.2,2.16,7.0,1.0,,0.0,1.0,2070
27.4,44,1.7,1.17,7.0,1.0,4.0,0.0,1.0,2266
26.7,48,1.0,0.53,7.0,1.0,4.0,0.0,1.0,2351
26.3,51,1.7,0.18,7.0,1.0,4.0,0.0,1.0,2272
25.7,53,1.3,0.03,7.0,1.0,4.0,0.0,1.0,2348
25.3,55,1.4,0.0,7.0,1.0,4.0,0.0,1.0,2055
25.0,57,1.0,0.0,7.0,1.0,4.0,0.0,1.0,1717
24.6,60,2.6,0.0,7.0,1.0,1.0,0.0,1.0,1252
24.2,61,1.7,0.0,7.0,2.0,1.0,0.0,1.0,900
23.7,64,0.8,0.0,7.0,2.0,1.0,0.0,1.0,554
22.7,63,0.9,0.0,7.0,2.0,1.0,0.0,1.0,387
21.9,63,1.3,0.0,7.0,2.0,1.0,0.0,1.0,285
21.4,63,1.5,0.0,7.0,2.0,1.0,0.0,1.0,206
21.1,64,1.5,0.0,7.0,2.0,1.0,0.0,1.0,301
21.0,64,1.0,0.03,7.0,2.0,1.0,0.0,1.0,486
20.9,66,1.4,0.1,7.0,2.0,2.0,0.0,1.0,451
20.7,73,0.8,0.3,7.0,2.0,2.0,0.0,1.0,670
21.1,72,1.0,0.52,7.0,2.0,2.0,0.0,1.0,575
21.1,73,1.2,0.4,7.0,2.0,2.0,0.0,1.0,217
20.6,82,1.0,0.29,7.0,2.0,,0.0,1.0,186
20.7,83,0.6,0.32,7.0,2.0,,0.0,1.0,71
20.3,87,1.0,0.31,7.0,2.0,,0.0,1.0,99
20.2,89,1.0,0.27,7.0,2.0,,0.0,1.0,110
20.3,90,0.9,0.34,7.0,2.0,,0.0,1.0,59
20.2,91,1.2,0.42,7.0,2.0,,0.0,1.0,68
20.3,93,1.4,0.32,7.0,2.0,4.0,0.0,1.0,104
20.3,93,1.3,0.22,7.0,2.0,4.0,0.0,1.0,140
20.4,94,1.1,0.14,7.0,2.0,4.0,0.0,1.0,68
20.3,95,0.8,0.02,7.0,2.0,4.0,0.0,1.0,48
20.3,96,1.0,0.0,7.0,2.0,4.0,0.0,1.0,95
20.4,96,1.1,0.0,7.0,2.0,4.0,0.0,1.0,71
20.4,96,0.6,0.0,7.0,2.0,1.0,0.0,1.0,40
20.4,97,0.3,0.0,7.0,3.0,1.0,0.0,1.0,29
20.4,97,0.3,0.0,7.0,3.0,1.0,0.0,1.0,39
20.5,98,0.5,0.0,7.0,3.0,1.0,0.0,1.0,84
20.6,98,0.8,0.0,7.0,3.0,1.0,0.0,1.0,136
20.6,97,0.5,0.0,7.0,3.0,1.0,0.0,1.0,133
20.6,97,0.6,0.0,7.0,3.0,1.0,0.0,1.0,174
20.7,97,0.9,0.02,7.0,3.0,1.0,0.0,1.0,534
21.1,95,0.4,0.14,7.0,3.0,2.0,0.0,1.0,1209
21.7,89,0.5,0.31,7.0,3.0,2.0,0.0,1.0,2017
22.3,86,1.0,0.42,7.0,3.0,2.0,0.0,1.0,1061
22.6,85,0.9,0.38,7.0,3.0,2.0,0.0,1.0,768
23.2,82,1.1,0.47,7.0,3.0,,0.0,1.0,909
24.1,80,0.8,0.72,7.0,3.0,,0.0,1.0,1035
25.2,77,1.2,1.06,7.0,3.0,,0.0,1.0,1074
25.5,77,0.8,0.75,7.0,3.0,,0.0,1.0,1142
25.7,77,0.5,0.48,7.0,3.0,,0.0,1.0,1169
26.3,74,0.7,0.52,7.0,3.0,,0.0,1.0,1462
26.5,76,1.0,0.36,7.0,3.0,4.0,0.0,1.0,1603
26.2,82,0.4,0.21,7.0,3.0,4.0,0.0,1.0,1665
25.7,83,1.1,0.08,7.0,3.0,4.0,0.0,1.0,794
25.3,89,0.3,0.0,7.0,3.0,4.0,0.0,1.0,908
25.1,86,0.3,0.0,7.0,3.0,4.0,0.0,1.0,1352
25.0,86,0.5,0.0,7.0,3.0,4.0,0.0,1.0,971
24.9,87,0.5,0.0,7.0,3.0,1.0,0.0,1.0,373
24.6,96,0.7,0.0,7.0,4.0,1.0,0.0,1.0,240
24.6,96,0.5,0.0,7.0,4.0,1.0,0.0,1.0,240
24.5,96,0.5,0.0,7.0,4.0,1.0,0.0,1.0,236
24.5,97,0.8,0.0,7.0,4.0,1.0,0.0,1.0,157
24.5,97,1.0,0.0,7.0,4.0,1.0,0.0,1.0,71
24.5,97,0.5,0.0,7.0,4.0,1.0,0.0,1.0,76
24.5,97,0.1,0.0,7.0,4.0,1.0,0.0,1.0,187
24.6,97,0.3,0.07,7.0,4.0,2.0,0.0,1.0,303
25.1,97,0.8,0.26,7.0,4.0,2.0,0.0,1.0,827
25.6,96,0.6,0.41,7.0,4.0,2.0,0.0,1.0,634
26.3,91,0.6,0.63,7.0,4.0,2.0,0.0,1.0,581
27.2,82,0.9,0.93,7.0,4.0,,0.0,1.0,792
28.1,73,2.1,0.87,7.0,4.0,,0.0,1.0,964
28.7,69,2.6,1.02,7.0,4.0,,0.0,1.0,991
29.2,67,2.8,1.13,7.0,4.0,,0.0,1.0,1052
29.4,68,2.3,1.29,7.0,4.0,,0.0,1.0,1106
28.7,70,3.2,0.73,7.0,4.0,,0.0,1.0,1344
28.7,71,2.9,0.71,7.0,4.0,4.0,0.0,1.0,1923
28.4,75,2.4,0.52,7.0,4.0,4.0,0.0,1.0,2931
28.2,72,1.6,0.13,7.0,4.0,4.0,0.0,1.0,2328
27.7,76,1.8,0.04,7.0,4.0,4.0,0.0,1.0,2048
27.3,78,1.2,0.0,7.0,4.0,4.0,0.0,1.0,1936
27.1,79,1.2,0.0,7.0,4.0,4.0,0.0,1.0,1870
26.9,79,0.1,0.0,7.0,4.0,1.0,0.0,1.0,1298
26.7,79,0.9,0.0,7.0,5.0,1.0,0.0,1.0,938
26.6,80,0.0,0.0,7.0,5.0,1.0,0.0,1.0,787
26.3,84,0.3,0.0,7.0,5.0,1.0,0.0,1.0,517
26.2,83,0.3,0.0,7.0,5.0,1.0,0.0,1.0,322
26.1,85,0.6,0.0,7.0,5.0,1.0,0.0,1.0,159
25.9,91,0.4,0.0,7.0,5.0,1.0,0.0,1.0,231
25.6,93,1.1,0.01,7.0,5.0,1.0,0.0,1.0,593
25.9,87,1.7,0.26,7.0,5.0,2.0,0.0,1.0,1279
26.3,84,2.1,0.48,7.0,5.0,2.0,0.0,1.0,1811
26.5,82,2.7,0.57,7.0,5.0,2.0,0.0,1.0,982
26.7,88,1.6,0.89,7.0,5.0,2.0,0.0,1.0,746
27.4,78,2.3,1.11,7.0,5.0,,0.0,1.0,805
27.4,80,2.7,0.97,7.0,5.0,,0.0,1.0,991
